석식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['꽃맛살샐러드', '유부초밥', '깐풍육', '냉모밀국수', '포기김치', '오복지']",1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['해물청경채볶음', '쌀밥', '메밀전', '포기김치', '청포묵무침', '부대찌개', '잡곡밥']",0,0,0,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
"['무피클', '옛날돈까스', '고구마범벅', '쌀밥', '포기김치', '음료', '키위드레싱샐러드', '잡곡밥', '브로컬리크림스프']",1,0,0,0,0,0,3,1,0,0,1,2,2,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['가자미튀김', '모듬소세지구이', '가지나물', '콩나물김치국', '쌀밥', '열무김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"['닭갈비볶음밥', '가쯔오장국', '크림카레우동', '비트무생채', '흑임자드레싱', '포기김치', '샐러드', '감자만두']",1,1,0,1,0,0,2,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"['해물된장찌개', '양념깻잎지', '홍어채무침', '쌀밥', '포기김치', '돈육굴소스볶음', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
"['맑은국', '볶음밥', '망고드레싱', '고추잡채', '꽃빵', '포기김치', '단무지', '짜장소스', '컬리플라워샐러드']",1,2,0,2,0,0,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['멸치아몬드볶음', '쌀밥', '유린기', '청경채무침', '콩비지찌개', '알타리김치', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['검정콩조림', '주꾸미굴소스볶음', '쌀밥', '소고기무국', '열무김치', '쫄면무침', '잡곡밥']",0,0,0,0,1,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['야채튀김', '김밥', '떡볶이', '포기김치', '단무지', '음료', '잔치국수']",0,1,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"['미역국', '돼지갈비찜', '쌀밥', '쑥갓두부무침', '포기김치', '잡곡밥', '볼어묵곤약볶음']",0,0,0,0,1,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"['쨔샤이무침', '하와이안샐러드', '빠에야', '고구마오븐구이', '쌀국수', '포기김치']",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['단배추나물', '돈육간장강정', '쌀밥', '황태양념구이', '포기김치', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
"['후르츠탕수육', '깻순나물', '아욱국', '쌀밥', '포기김치', '잡곡밥', '골뱅이무침&소면']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['꽃맛살샐러드', '충무김밥', '매실주스', '석박지', '오징어초무침', '나가사끼짬뽕']",1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
"['해물청경채볶음', '쌀밥', '실곤약초무침', '늙은호박전', '알타리김치', '잡곡밥', '김치국']",0,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['수제칠리핫도그', '꼬지어묵탕', '치킨마요덮밥', '포기김치', '키위드레싱샐러드', '단무지무침']",1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"['과일', '야채스틱', '오징어젓무침', '김치전', '깍두기', '쌀밥', '설렁탕', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0
"['라면사리', '가지나물', '깍두기', '감자채볶음', '쌀밥', '갈치구이', '부대찌개', '잡곡밥']",0,0,1,0,0,0,4,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"['양배추피클', '참치주먹밥', '고구마범벅', '오징어튀김', '알타리김치', '김치우동']",0,0,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"['비름나물', '미니함박조림', '쌀밥', '계란말이', '포기김치', '된장찌개', '잡곡밥']",0,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"['오므라이스', '마제소바', '돈가스또띠아', '맑은장국', '포기김치', '무비트생채', '음료']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['시금치나물', '동태찌개', '쌀밥', '포기김치', '돈육굴소스볶음', '쫄면무침', '잡곡밥']",0,0,1,0,0,0,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['후난식볶음밥', '홍시드레싱샐러드', '배추겉절이', '탈탈소스', '해초무침', '새우까스', '잔치국수']",1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"['비엔나감자구이', '순두부찌개', '쌀밥', '소고기숙주볶음', '청경채무침', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"['세발나물', '과일', '옥수수전', '쌀밥', '어묵국', '등갈비김치찜', '알타리김치', '잡곡밥']",0,0,1,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
"['녹두전', '닭오븐구이', '청포묵무침', '쌀밥', '열무김치', '콩나물국', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"['로제스파게티', '피클', '웨지감자', '단호박스프', '목살필라프', '포기김치', '키위드레싱샐러드']",1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"['소고기모듬장조림', '얼갈이된장국', '쌀밥', '포기김치', '아삭고추무침', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"['수제고로케', '오복지무침', '산채비빔밥', '포기김치', '유부장국', '생과일플레인샐러드']",1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['숙주나물', '쌀밥', '코다리강정', '포기김치', '된장찌개', '잡곡밥', '소세지볶음']",0,1,1,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"['수제비국', '양배추쌈', '닭강정', '쌈장', '쌀밥', '포기김치', '늙은호박전', '잡곡밥']",0,1,0,1,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"['계란파국', '자장소스', '볶음밥', '고구마그라탕', '떡볶이', '포기김치', '단무지']",0,2,0,1,0,0,2,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['꽃맛살샐러드', '김치국수', '깍두기', '부추생채', '소고기퀘사디아', '멸치주먹밥']",1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['닭살겨자냉채', '쌀밥', '방풍나물', '포기김치', '콩비지찌개', '가자미카레튀김', '잡곡밥']",1,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['돈육김치찌개', '고기전', '알타리김치', '쌀밥', '청경채무침', '꽁치구이', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"['오므라이스', '꽃맛살볶음', '가쯔오장국', '탈탈소스', '포기김치', '해물까스', '무비트생채']",0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0
"['순두부찌개', '쌀밥', '해초무침', '깐풍기', '꽈리고추어묵볶음', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"['양배추피클', '우동', '찹쌀순대볶음', '통새우김밥', '포기김치', '딸기드레싱샐러드']",1,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['미트볼케찹조림', '닭개장', '쌀밥', '셀프무쌈말이', '참나물땅콩무침', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0
"['비엔나케찹볶음', '쌀밥', '어묵국', '영양부추생채', '포기김치', '잡곡밥', '소고기장조림']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['유부초밥', '해물떡볶이', '마늘쫑장아찌', '포기김치', '감자치즈오븐구이', '잔치국수']",0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
"['쇠고기샤브국', '해물청경채볶음', '시래기지짐', '쌀밥', '포기김치', '쫄면무침', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['조각사과', '포기김치', '낙지덮밥', '유부장국', '양배추샐러드', '동그랑땡전']",1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0
"['임연수엿장조림', '돈육잡채', '가지나물', '쌀밥', '소고기무국', '알타리김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"['무쌈', '부추생채', '쌀밥', '포기김치', '연두부탕', '청포묵무침', '훈제오리떡볶음', '잡곡밥']",0,0,1,0,1,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"['볶음밥', '짜장면', '계란국', '포기김치', '단무지무침', '새우또띠아', '음료']",0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
"['깍두기', '쌀밥', '탈탈소스', '풍기샐러드', '해초무침', '뼈감자탕', '해물까스', '잡곡밥']",1,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"['수제비국', '청경채생채', '김치두루치기', '쌀밥', '포기김치', '옥수수계란찜', '잡곡밥']",0,0,1,0,0,1,4,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['토란탕', '주꾸미굴소스볶음', '상추겉절이', '감자채볶음', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['알탕', '쌀밥', '실곤약흑임자무침', '방풍나물', '동파삼겹수육', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"['수제고로케', '닭갈비볶음밥', '왕만두', '쌀국수', '포기김치', '귤', '오복지']",0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
"['쇠고기장조림', '풋마늘초무침', '쌀밥', '배추된장국', '호박부추전', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"['무피클', '치킨핑거', '꼬마김밥', '겨자장', '배추겉절이', '시저샐러드', '김치우동']",1,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"['유채나물', '쌀밥', '탈탈소스', '새우까스', '마파두부', '포기김치', '육개장', '잡곡밥']",0,1,1,1,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"['두부스테이크', '쌀밥', '닭갈비', '청경채무침', '포기김치', '쇠고기미역국', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"['짬뽕', '참치주먹밥', '연유', '깍두기', '고구마그라탕', '꽃빵튀김', '오복지']",0,0,0,1,0,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['홍시드레싱샐러드', '감자튀김', '스프', '로제파스타', '피클', '목살필라프', '포기김치', '마늘바게뜨']",1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"['탕평채', '수제돈가스', '쌀밥', '치커리사과무침', '열무된장국', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0
"['도토리묵무침', '느타리호박볶음', '쌀밥', '김치찌개', '유린기', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"['모둠과일', '미소장국', '또띠아피자', '포기김치', '락교', '참치회덮밥']",0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0
"['꽁치김치찜', '참나물무침', '쇠고기샤브국', '깍두기', '잡채', '쌀밥', '잡곡밥']",0,0,0,0,0,1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['타코야끼', '김밥', '요플레', '포기김치', '콥샐러드', '잔치국수']",1,1,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['과일', '야채스틱', '오징어젓무침', '김치전', '석박지', '쌀밥', '설렁탕', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0
"['도라지생채', '쇠고기장조림', '쌀밥', '포기김치', '갈치구이', '배추국', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['어묵우동', '수제피클', '미니햄버거', '김치볶음밥', '사과', '포기김치', '감자샐러드']",1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,3,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"['청경채생채', '새알미역국', '쌀밥', '닭갈비', '포기김치', '늙은호박전', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"['꽃맛살샐러드', '나가사끼짬뽕', '부추생채', '소고기퀘사디아', '포기김치', '멸치주먹밥']",1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
"['숙주나물', '쌀밥', '올갱이아욱국', '들깨버섯무침', '등갈비김치찜', '알타리김치', '잡곡밥']",0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['돈육김치찌개', '깍두기', '쌀밥', '물파래무침', '우엉잡채', '가자미카레튀김', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['맑은국', '볶음밥', '닭오븐구이', '포기김치', '단무지', '멕시칸샐러드', '짜장소스']",1,1,0,1,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['오이무침', '두부계란부침', '고추잡채', '쌀밥', '꽃빵', '근대국', '포기김치', '잡곡밥']",0,0,0,0,1,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"['바지락수제비', '유채나물', '찹쌀순대볶음', '작은밥', '모둠튀김', '포기김치']",0,0,1,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['황태무채국', '시래기조림', '해물김치전', '쌀밥', '유자청제육볶음', '알타리김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0
"['돈육계란장조림', '청국장찌개', '꽃맛살볶음', '도라지오이생채', '쌀밥', '포기김치', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['감자범벅', '오이피클', '쌀밥', '크림스프', '과일샐러드', '옛날왕돈까스', '알타리김치', '잡곡밥']",1,0,0,0,0,0,4,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"['비엔나감자볶음', '쌀밥', '청경채무침', '포기김치', '육개장', '잡곡밥', '자반고등어구이']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['유산슬', '대구매운탕', '얼갈이나물', '쌀밥', '포기김치', '잡곡밥', '메추리알조림']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"['시금치나물', '사천식탕수육', '두부양념조림', '배추겉절이', '쌀밥', '홍합탕', '잡곡밥']",0,0,1,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"['피크닉', '어묵우동', '날치알김치볶음밥', '포기김치', '시저샐러드', '새우또띠아']",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
"['검정콩조림', '귤', '쌀밥', '순대오징어볶음', '연두부탕', '계란말이', '알타리김치', '잡곡밥']",0,0,0,0,2,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,1,0,0,0
"['냉이된장국', '쌀밥', '해초무침', '포기김치', '오징어&브로컬리숙회', '등갈비김치찜', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"['토마토스파게티', '깍두기', '수제피클', '목살필라프', '옥수수스프', '시리얼과일샐러드']",1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"['양념장', '오이도라지무침', '모둠묵', '주꾸미굴소스볶음', '쌀밥', '포기김치', '쇠고기미역국', '잡곡밥']",0,1,0,1,0,0,3,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"['삼치된장구이', '단배추나물', '석박지', '쌀밥', '뼈감자탕', '두부카프레제', '잡곡밥']",1,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['무쌈', '양파', '부추생채', '쌀밥', '시래기국', '훈제오리구이', '포기김치', '실곤약초무침', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"['매운버섯국', '올방개묵무침', '굴비구이', '쌀밥', '포기김치', '소시지오븐구이', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0
"['과일', '김치주먹밥', '고구마튀김', '깍두기', '쌀국수', '국물떡볶이']",0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1
"['삼겹살구이', '쫑상추무침', '어묵볶음', '쌀밥', '포기김치', '콩나물국', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['오므라이스', '돈육강정', '오렌지주스', '팽이장국', '호빵', '포기김치', '감자샐러드']",1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"['순두부찌개', '가지나물', '쌀밥', '메추리알곤약조림', '닭갈비', '포기김치', '잡곡밥']",0,0,1,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"['돈육김치찌개', '비엔나감자볶음', '쌀밥', '갈치구이', '알타리김치', '잡곡밥', '무쌈말이']",0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['꽃맛살샐러드', '바나나', '김밥', '해물볶음우동', '포기김치', '유부장국']",1,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"['안동찜닭', '깍두기', '쌀밥', '마파두부', '청경채무침', '근대국', '잡곡밥']",0,0,0,0,1,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"['짬뽕', '수제고로케', '군고구마', '시금치흑임자샐러드', '포기김치', '야채볶음밥']",1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"['미트볼케찹조림', '쇠고기샤브국', '쌀밥', '계란찜', '물파래무침', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"['단배추나물', '청국장찌개', '생선커틀릿', '깍두기', '쌀밥', '탈탈소스', '류산슬', '잡곡밥']",0,2,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['새우튀김우동', '유부초밥', '오꼬노미야끼', '포기김치', '시저샐러드', '단무지무침']",1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
